name,category,unit_of_measure,unit_cost,item_type,product_url,last_verified_at,notes,cost_code,is_favorite
"Smoke/CO combo alarm, hardwired interconnected",electrical,each,35.99,material,https://www.homedepot.com/p/First-Alert-Hardwired-Interconnected-Smoke-and-CO-Alarm-with-Battery-Backup-SC9120B/202433890,2026-09-23,Battery backup.,,false
"Electrical tape, Scotch Super 33+, 3/4 in. x 66 ft",electrical,each,7.33,material,https://www.homedepot.com/p/3M-Scotch-Super-33-3-4-in-x-66-ft-Electrical-Tape-6132-BA-10/100073402,2026-09-23,Per roll.,,false
"PVC conduit 1/2 in. Sch 40, 10 ft",electrical,each,7.74,material,https://www.homedepot.com/p/1-2-in-x-10-ft-PVC-Schedule-40-Conduit-67447/100122861,2026-09-23,Per 10 ft stick.,,false
"PVC conduit 3/4 in. Sch 40, 10 ft",electrical,each,10.32,material,https://www.homedepot.com/p/3-4-in-x-10-ft-PVC-Schedule-40-Conduit-67454/100129197,2026-09-23,Per 10 ft stick.,,false
PEX-B 1/2 in. blue,plumbing,linear_ft,0.33,material,https://www.homedepot.com/p/SharkBite-1-2-in-x-100-ft-Coil-Blue-PEX-Pipe-U860B100/202033010,2026-09-23,100 ft coil at $33.30.,,false
PEX-B 1/2 in. red,plumbing,linear_ft,0.33,material,https://www.homedepot.com/p/SharkBite-1-2-in-x-100-ft-Coil-Red-PEX-B-Pipe-U860R100/202033011,2026-09-23,100 ft coil at $33.30.,,false
PEX copper crimp rings 1/2 in.,plumbing,each,0.29,material,https://www.homedepot.com/p/SharkBite-1-2-in-PEX-Barb-Copper-Crimp-Rings-100-Pack-23102ZJ100/314176840,2026-09-23,100-pack at $29.06.,,false
PEX barb brass coupling 1/2 in.,plumbing,each,2.05,material,https://www.homedepot.com/p/SharkBite-1-2-in-PEX-Barb-Brass-Coupling-Fitting-10-Pack-UC008LFA10/206133170,2026-09-23,10-pack at $20.51.,,false
"PVC DWV pipe 1-1/2 in. Sch 40, 10 ft",plumbing,each,20.69,material,https://www.homedepot.com/p/Charlotte-Pipe-1-1-2-in-x-10-ft-PVC-Schedule-40-DWV-Pipe-PVC071120600/100348474,2026-09-23,$2.07/ft.,,false
"PVC DWV pipe 3 in. Sch 40 solid wall, 10 ft",plumbing,each,56.67,material,https://www.homedepot.com/p/Charlotte-Pipe-3-in-x-10-ft-PVC-Schedule-40-DWV-Pipe-PVC073000600/100348476,2026-09-23,$5.67/ft. Solid wall - 73% more than foam core.,,false
"PVC DWV pipe 3 in. Sch 40 foam core, 10 ft",plumbing,each,32.78,material,https://www.homedepot.com/p/Charlotte-Pipe-3-in-x-10-ft-PVC-Schedule-40-Foam-Core-DWV-Pipe-PVC-04300-0600/100348479,2026-09-23,$3.28/ft. $26.22 at 10+. Foam core is not accepted everywhere - confirm with the AHJ.,,false
"PVC DWV pipe 4 in. Sch 40, 10 ft",plumbing,each,77.13,material,https://www.homedepot.com/p/Charlotte-Pipe-4-in-x-10-ft-PVC-Schedule-40-DWV-Pipe-PVC074000600/100348477,2026-09-23,$7.71/ft.,,false
PVC DWV sanitary tee 1-1/2 in.,plumbing,each,3.76,material,https://www.homedepot.com/p/Charlotte-Pipe-1-1-2-in-PVC-DWV-Sanitary-Tee-PVC004000800HD/203393640,2026-09-23,,,false
PVC DWV 90-deg long turn elbow 1-1/2 in.,plumbing,each,7.34,material,https://www.homedepot.com/p/Charlotte-Pipe-1-1-2-in-DWV-PVC-90-degree-Long-Turn-Elbow-Fitting-PVC003090600HD/203811460,2026-09-23,,,false
P-trap 1-1/2 in. PVC DWV with union,plumbing,each,8.76,material,https://www.homedepot.com/p/Charlotte-Pipe-1-1-2-in-DWV-PVC-P-Trap-with-Union-and-Plastic-Nut-PVC00708P0800HD/203396354,2026-09-23,,,false
"PVC cement + purple primer combo, 8 oz",plumbing,set,11.98,material,https://www.homedepot.com/p/Oatey-8-oz-Purple-CPVC-and-PVC-Primer-and-Regular-Clear-PVC-Cement-Combo-Pack-302483/100151579,2026-09-23,,,false
"Angle stop 1/4-turn, 1/2 in. comp x 3/8 in. comp",plumbing,each,9.73,material,https://www.homedepot.com/p/BrassCraft-1-2-in-Compression-Inlet-x-3-8-in-Compression-Outlet-1-4-Turn-Angle-Valve-G2CR19X-C1/202047059,2026-09-23,,,false
"Toilet supply kit, 12 in. braided line + ball angle valve + flange",plumbing,set,20.44,material,https://www.homedepot.com/p/BrassCraft-Toilet-Kit-12-in-Braided-Supply-Line-with-1-2-in-Comp-x-3-8-in-Comp-1-4-Turn-Ball-Angle-Valve-and-Flange-KTCR19B12DLX-C/205217239,2026-09-23,,,false
"Toilet flange, PVC hub with stainless ring",plumbing,each,10.96,material,https://www.homedepot.com/p/Oatey-Fast-Set-3-in-Outside-Fit-or-4-in-Inside-Fit-PVC-Hub-Toilet-Flange-with-Test-Cap-and-Stainless-Steel-Ring-435922/305248440,2026-09-23,"Oatey Fast Set, 3 in. outside / 4 in. inside fit.",,false
"Shower valve rough-in, Moen Posi-Temp PEX crimp",plumbing,each,102.00,material,https://www.homedepot.com/p/MOEN-Brass-Rough-In-Posi-Temp-Tub-and-Shower-Valve-1-2-in-Crimp-Ring-PEX-Connection-2580/203399500,2026-09-23,,,false
"Shower valve rough-in, Moen Posi-Temp 1/2 in. CC",plumbing,each,90.78,material,https://www.homedepot.com/p/MOEN-Brass-Rough-In-Posi-Temp-Pressure-Balancing-Cycling-Tub-and-Shower-Valve-1-2-in-CC-Connection-2520/100000810,2026-09-23,,,false
"Shower trim kit, Moen Chateau Posi-Temp, chrome",plumbing,each,39.98,material,https://www.homedepot.com/p/MOEN-Chateau-Lever-Posi-Temp-1-Handle-Shower-Valve-Trim-Kit-in-Chrome-Valve-Not-Included-181119/316606664,2026-09-23,Valve not included.,,false
"Water heater, 40 gal electric tall, 4500W",plumbing,each,489.00,material,https://www.homedepot.com/p/Rheem-Performance-40-Gal-Tall-4500-Watt-Double-Element-Electric-Water-Heater-with-6-Year-Warranty-XE40T06ST45U1/326590441,2026-09-23,"Rheem Performance, 6-year warranty. $440.10 at 3+.",,false
"Toilet, 2-piece 1.28 GPF elongated, seat included",plumbing,each,99.00,material,https://www.homedepot.com/p/Glacier-Bay-12-in-Rough-In-2-Piece-1-28-GPF-Single-Flush-Elongated-Toilet-in-White-Seat-Included-N2428E-17/336961030,2026-09-23,"Glacier Bay, 12 in. rough-in.",,false
"Kitchen sink 33 in. drop-in 50/50 double bowl, 22ga SS",plumbing,each,79.00,material,https://www.homedepot.com/p/Glacier-Bay-33-in-Drop-In-50-50-Double-Bowl-22-Gauge-Stainless-Steel-Kitchen-Sink-VT3322A06/323052495,2026-09-23,,,false
Bath vanity 31 in. single sink with cultured marble top,plumbing,each,199.00,material,https://www.homedepot.com/p/Glacier-Bay-31-in-Single-Sink-White-Bath-Vanity-with-White-Cultured-Marble-Top-Assembled-GB30P2-WH/203486570,2026-09-23,Assembled.,,false
"Garbage disposal, 1/2 HP continuous feed with cord",plumbing,each,121.91,material,https://www.homedepot.com/p/InSinkErator-Badger-5-1-2-HP-Continuous-Feed-Kitchen-Garbage-Disposal-with-Power-Cord-Badger-Series-79883A-ISE/300278672,2026-09-23,InSinkErator Badger 5.,,false
"2x4x8 stud, #2 premium KD-HT",lumber,each,4.25,material,https://www.homedepot.com/b/Lumber-Composites-Dimensional-Lumber-Framing-Studs/2x4/N-5yc1vZc562Z1z0ywxv,2026-09-23,,,false
"2x4x92-5/8 precut stud, prime whitewood",lumber,each,4.15,material,https://www.homedepot.com/b/Lumber-Composites-Dimensional-Lumber-Framing-Studs/2x4/N-5yc1vZc562Z1z0ywxv,2026-09-23,Precut for 8 ft wall.,,false
"2x4x92-5/8 precut stud, #2 standard SPF",lumber,each,3.97,material,https://www.homedepot.com/b/Lumber-Composites-Dimensional-Lumber-Framing-Studs/2x4/N-5yc1vZc562Z1z0ywxv,2026-09-23,Precut for 8 ft wall.,,false
"2x4x10, #2 grade SPF",lumber,each,7.36,material,https://www.homedepot.com/b/Lumber-Composites-Dimensional-Lumber/N-5yc1vZc3tc,2026-09-23,,,false
"2x4x12, #2 premium SPF",lumber,each,8.84,material,https://www.homedepot.com/b/Lumber-Composites-Dimensional-Lumber/N-5yc1vZc3tc,2026-09-23,,,false
"2x6x8, #2 premium SPF",lumber,each,8.62,material,https://www.homedepot.com/b/Lumber-Composites-Dimensional-Lumber-Framing-Lumber/2x6/N-5yc1vZc55wZ1z0ywy6,2026-09-23,,,false
"2x6x10, #2 premium SPF",lumber,each,10.75,material,https://www.homedepot.com/b/Lumber-Composites-Dimensional-Lumber/2x6/10-ft/N-5yc1vZc3tcZ1z0ywy6Z1z1rkse,2026-09-23,$9.68 at 35+.,,false
"2x6x12, #2 premium SPF",lumber,each,12.92,material,https://www.homedepot.com/b/Lumber-Composites-Dimensional-Lumber-Framing-Lumber/2x6/N-5yc1vZc55wZ1z0ywy6,2026-09-23,,,false
"2x6x16, #2 premium SPF",lumber,each,17.22,material,https://www.homedepot.com/b/Lumber-Composites-Dimensional-Lumber-Framing-Lumber/2x6/N-5yc1vZc55wZ1z0ywy6,2026-09-23,,,false
"2x10x8, #2 premium SYP",lumber,each,12.96,material,https://www.homedepot.com/b/Lumber-Composites-Dimensional-Lumber/2x10/N-5yc1vZc3tcZ1z0ywxp,2026-09-23,,,false
"2x10x10, #2 premium SYP",lumber,each,15.73,material,https://www.homedepot.com/b/Lumber-Composites-Dimensional-Lumber/2x10/N-5yc1vZc3tcZ1z0ywxp,2026-09-23,,,false
"2x10x12, #2 premium SYP",lumber,each,19.12,material,https://www.homedepot.com/b/Lumber-Composites-Dimensional-Lumber/2x10/N-5yc1vZc3tcZ1z0ywxp,2026-09-23,,,false
"2x4x8 pressure treated, #2 ground contact",lumber,each,4.58,material,https://www.homedepot.com/b/Lumber-Composites-Pressure-Treated-Lumber/2-in-x-4-in/N-5yc1vZc3srZ1z1c7kp,2026-09-23,Ground contact.,,false
"2x4x10 pressure treated, #2 prime ground contact",lumber,each,8.38,material,https://www.homedepot.com/b/Lumber-Composites-Pressure-Treated-Lumber/2-in-x-4-in/N-5yc1vZc3srZ1z1c7kp,2026-09-23,Ground contact.,,false
"4x4x8 pressure treated post, #2 ground contact SYP",lumber,each,10.78,material,https://www.homedepot.com/b/Lumber-Composites-Pressure-Treated-Lumber/4-in-x-4-in/N-5yc1vZc3srZ1z0n4vl,2026-09-23,Ground contact.,,false
4x4x10 pressure treated post,lumber,each,16.58,material,https://www.homedepot.com/b/Lumber-Composites-Pressure-Treated-Lumber/4-in-x-4-in/N-5yc1vZc3srZ1z0n4vl,2026-09-23,,,false
Furring strip 1x2x8,lumber,each,1.54,material,https://www.homedepot.com/b/Lumber-Composites-Dimensional-Lumber/N-5yc1vZc3tc,2026-09-23,,,false
2x3x8,lumber,each,3.48,material,https://www.homedepot.com/b/Lumber-Composites-Dimensional-Lumber/N-5yc1vZc3tc,2026-09-23,,,false
OSB sheathing 7/16 in. 4x8,lumber,each,12.98,material,https://www.homedepot.com/b/Lumber-Composites-Plywood-Oriented-Strand-Board-OSB/7-16/N-5yc1vZbqpqZ1z0mcpw,2026-09-23,"Per sheet, 32 sq ft.",,false
OSB Huber ZIP wall sheathing 7/16 in. 4x8,lumber,each,35.86,material,https://www.homedepot.com/b/Lumber-Composites-Plywood-Oriented-Strand-Board-OSB/7-16/N-5yc1vZbqpqZ1z0mcpw,2026-09-23,Per sheet. Integrated WRB.,,false
OSB 7/16 in. 4x9 TallWall,lumber,each,18.95,material,https://www.homedepot.com/b/Lumber-Composites-Plywood-Oriented-Strand-Board-OSB/7-16/N-5yc1vZbqpqZ1z0mcpw,2026-09-23,"Per sheet, 36 sq ft.",,false
Plywood 3/4 in. (23/32) BC sanded pine 4x8,lumber,each,50.80,material,https://www.homedepot.com/b/Lumber-Composites-Plywood-Sanded-Plywood/4-ft-x-8-ft/N-5yc1vZc7qkZ1z1a6x9,2026-09-23,Per sheet.,,false
Plywood 1/2 in. (15/32) BC sanded pine 4x8,lumber,each,42.37,material,https://www.homedepot.com/b/Lumber-Composites-Plywood-Sanded-Plywood/4-ft-x-8-ft/N-5yc1vZc7qkZ1z1a6x9,2026-09-23,Per sheet. CDX was not available online - see gap list.,,false
Plywood 1/4 in. BC sanded pine 4x8,lumber,each,31.50,material,https://www.homedepot.com/b/Lumber-Composites-Plywood-Sanded-Plywood/4-ft-x-8-ft/N-5yc1vZc7qkZ1z1a6x9,2026-09-23,Per sheet. Luan substitute.,,false
"Drywall 1/2 in. x 4x8, USG UltraLight",drywall,each,16.68,material,https://www.homedepot.com/b/Building-Materials-Drywall-Drywall-Sheets/N-5yc1vZbb52,2026-09-23,"Per sheet, 32 sq ft.",,false
"Drywall 1/2 in. x 4x10, USG UltraLight",drywall,each,20.85,material,https://www.homedepot.com/b/Building-Materials-Drywall-Drywall-Sheets/N-5yc1vZbb52,2026-09-23,"Per sheet, 40 sq ft.",,false
"Drywall 1/2 in. x 4x12, USG UltraLight",drywall,each,25.00,material,https://www.homedepot.com/b/Building-Materials-Drywall-Drywall-Sheets/N-5yc1vZbb52,2026-09-23,"Per sheet, 48 sq ft.",,false
"Drywall 5/8 in. Type X 4x8, USG Firecode X",drywall,each,17.78,material,https://www.homedepot.com/b/Building-Materials-Drywall-Drywall-Sheets/N-5yc1vZbb52,2026-09-23,Per sheet. Fire-rated assemblies.,,false
"Drywall 5/8 in. Type X 4x12, Firecode X",drywall,each,24.44,material,https://www.homedepot.com/b/Building-Materials-Drywall-Drywall-Sheets/N-5yc1vZbb52,2026-09-23,Per sheet.,,false
"Drywall 1/2 in. moisture-resistant 4x8, Mold Tough",drywall,each,23.58,material,https://www.homedepot.com/b/Building-Materials-Drywall-Drywall-Sheets/N-5yc1vZbb52,2026-09-23,Per sheet. Wet areas.,,false
"Drywall 5/8 in. Type X moisture-resistant, Mold Tough Firecode X",drywall,each,23.42,material,https://www.homedepot.com/b/Building-Materials-Drywall-Drywall-Sheets/N-5yc1vZbb52,2026-09-23,Per sheet.,,false
"Joint compound, all-purpose ready-mix, 4.5 gal",drywall,each,23.65,material,https://www.homedepot.com/b/Building-Materials-Drywall-Joint-Compound/N-5yc1vZard1,2026-09-23,Per bucket.,,false
"Joint compound, lightweight (Plus 3), 4.5 gal",drywall,each,23.65,material,https://www.homedepot.com/b/Building-Materials-Drywall-Joint-Compound/N-5yc1vZard1,2026-09-23,Per bucket.,,false
"Joint compound, ultralightweight, 4.5 gal",drywall,each,23.65,material,https://www.homedepot.com/b/Building-Materials-Drywall-Joint-Compound/N-5yc1vZard1,2026-09-23,Per bucket.,,false
"Setting compound, Easy Sand 45, 18 lb",drywall,bag,13.62,material,https://www.homedepot.com/b/Building-Materials-Drywall-Joint-Compound/N-5yc1vZard1,2026-09-23,45-minute set.,,false
Paper joint tape 2-1/16 in. x 500 ft,drywall,each,8.38,material,https://www.homedepot.com/b/Building-Materials-Drywall-Drywall-Tape/Paper/N-5yc1vZc7qeZ1z0un0x,2026-09-23,Per roll.,,false
Paper joint tape 2-1/16 in. x 250 ft,drywall,each,4.57,material,https://www.homedepot.com/b/Building-Materials-Drywall-Drywall-Tape/Paper/N-5yc1vZc7qeZ1z0un0x,2026-09-23,Per roll.,,false
Metal corner bead 1-1/4 in. x 8 ft,drywall,each,4.47,material,https://www.homedepot.com/b/Building-Materials-Drywall-Drywall-Corner-Bead/8-ft/N-5yc1vZc7qnZ1z11605,2026-09-23,,,false
Vinyl corner bead 1-1/4 in. x 8 ft,drywall,each,2.88,material,https://www.homedepot.com/b/Building-Materials-Drywall-Drywall-Corner-Bead/8-ft/N-5yc1vZc7qnZ1z11605,2026-09-23,,,false
Paper-faced corner bead 8 ft,drywall,each,4.98,material,https://www.homedepot.com/b/Building-Materials-Drywall-Drywall-Corner-Bead/8-ft/N-5yc1vZc7qnZ1z11605,2026-09-23,,,false
"R-13 kraft-faced batts, 15 in. x 93 in.",insulation,bag,94.67,material,https://www.homedepot.com/b/Building-Materials-Insulation/Batt/N-5yc1vZasbsZ1z0utp9,2026-09-23,Approx 82 cents/sq ft.,,false
"R-13 kraft-faced batts, 23 in. x 93 in.",insulation,bag,127.00,material,https://www.homedepot.com/b/Building-Materials-Insulation/Batt/N-5yc1vZasbsZ1z0utp9,2026-09-23,Approx 78 cents/sq ft.,,false
"R-13 unfaced batts, EcoBatt 15 in. x 93 in.",insulation,bag,90.87,material,https://www.homedepot.com/b/Building-Materials-Insulation/Batt/N-5yc1vZasbsZ1z0utp9,2026-09-23,Approx 78 cents/sq ft.,,false
"R-19 kraft-faced batts, 15 in. x 94 in.",insulation,bag,99.00,material,https://www.homedepot.com/b/Building-Materials-Insulation/Batt/N-5yc1vZasbsZ1z0utp9,2026-09-23,Approx $1.01/sq ft.,,false
"R-19 kraft-faced batts, 23 in. x 94 in.",insulation,bag,135.00,material,https://www.homedepot.com/b/Building-Materials-Insulation/Batt/N-5yc1vZasbsZ1z0utp9,2026-09-23,Approx $1.00/sq ft.,,false
"R-30 kraft-faced batts, 16 in. x 48 in.",insulation,bag,99.00,material,https://www.homedepot.com/b/Building-Materials-Insulation/Batt/N-5yc1vZasbsZ1z0utp9,2026-09-23,Approx $1.43/sq ft.,,false
"R-30 kraft-faced batts, 24 in. x 48 in.",insulation,bag,129.00,material,https://www.homedepot.com/b/Building-Materials-Insulation/Batt/N-5yc1vZasbsZ1z0utp9,2026-09-23,Approx $1.47/sq ft.,,false
"Rigid foam 1 in. 4x8, FOAMULAR NGX R-5",insulation,each,32.94,material,https://www.homedepot.com/b/Building-Materials-Insulation-Foam-Board-Insulation/Owens-Corning/N-5yc1vZbaxxZ3q5,2026-09-23,Per sheet. $28.00 at 32+.,,false
"Rigid foam 2 in. 4x8, FOAMULAR NGX R-10",insulation,each,62.78,material,https://www.homedepot.com/b/Building-Materials-Insulation-Foam-Board-Insulation/Owens-Corning/N-5yc1vZbaxxZ3q5,2026-09-23,Per sheet. $53.36 at 32+.,,false
"Rigid foam 1/2 in. 4x8, R-3",insulation,each,23.65,material,https://www.homedepot.com/b/Building-Materials-Insulation-Foam-Board-Insulation/Owens-Corning/N-5yc1vZbaxxZ3q5,2026-09-23,Per sheet.,,false
"Concrete mix, Quikrete 80 lb",concrete,bag,6.47,material,https://www.homedepot.com/b/Building-Materials-Concrete-Cement-Masonry-Concrete/Quikrete/N-5yc1vZcdptZ2kj,2026-09-23,,,false
"Concrete mix, Quikrete 60 lb",concrete,bag,4.85,material,https://www.homedepot.com/b/Building-Materials-Concrete-Cement-Masonry-Concrete/Quikrete/N-5yc1vZcdptZ2kj,2026-09-23,,,false
"Concrete mix 80 lb, pallet",concrete,other,271.74,material,https://www.homedepot.com/b/Building-Materials-Concrete-Cement-Masonry-Concrete/Quikrete/N-5yc1vZcdptZ2kj,2026-09-23,42 bags per pallet.,,false
"Fast-setting concrete, 50 lb",concrete,bag,7.97,material,https://www.homedepot.com/b/Building-Materials-Concrete-Cement-Masonry-Concrete/Quikrete/N-5yc1vZcdptZ2kj,2026-09-23,$7.17 at 64+.,,false
"Concrete mix 5000 PSI, 50 lb",concrete,bag,6.47,material,https://www.homedepot.com/b/Building-Materials-Concrete-Cement-Masonry-Concrete/Quikrete/N-5yc1vZcdptZ2kj,2026-09-23,,,false
"High early-strength concrete, pallet",concrete,other,414.08,material,https://www.homedepot.com/b/Building-Materials-Concrete-Cement-Masonry-Concrete/Quikrete/N-5yc1vZcdptZ2kj,2026-09-23,"64 bags per pallet. PALLET ONLY - no per-bag price was listed, and a pallet is not always 64x a bag.",,false
"Mortar mix, Type S mason mix 80 lb",concrete,bag,8.97,material,https://www.homedepot.com/b/Building-Materials-Concrete-Cement-Masonry-Mortar-Mix/Quikrete/N-5yc1vZcdq4Z2kj,2026-09-23,,,false
"Mortar mix, Type N 60 lb",concrete,bag,7.33,material,https://www.homedepot.com/b/Building-Materials-Concrete-Cement-Masonry-Mortar-Mix/Quikrete/N-5yc1vZcdq4Z2kj,2026-09-23,,,false
"Portland cement, 94 lb",concrete,bag,18.97,material,https://www.homedepot.com/b/Building-Materials-Concrete-Cement-Masonry-Cement/N-5yc1vZ2fkpd4o,2026-09-23,,,false
"Masonry cement Type S, 70 lb",concrete,bag,18.31,material,https://www.homedepot.com/b/Building-Materials-Concrete-Cement-Masonry-Cement/N-5yc1vZ2fkpd4o,2026-09-23,,,false
CMU block 8x8x16,concrete,each,2.38,material,https://www.homedepot.com/b/Building-Materials-Concrete-Cement-Masonry-Cinder-Blocks/8-in/N-5yc1vZcdpeZ1z1vb5g,2026-09-23,,,false
CMU half block 8x8x8,concrete,each,2.40,material,https://www.homedepot.com/b/Building-Materials-Concrete-Cement-Masonry-Cinder-Blocks/8-in/N-5yc1vZcdpeZ1z1vb5g,2026-09-23,,,false
CMU header block 8x8x16,concrete,each,3.36,material,https://www.homedepot.com/b/Building-Materials-Concrete-Cement-Masonry-Cinder-Blocks/8-in/N-5yc1vZcdpeZ1z1vb5g,2026-09-23,,,false
Solid block 4x8x16,concrete,each,2.67,material,https://www.homedepot.com/b/Building-Materials-Concrete-Cement-Masonry-Cinder-Blocks/8-in/N-5yc1vZcdpeZ1z1vb5g,2026-09-23,,,false
"Rebar tie wire, 400 ft 16.5 ga",concrete,each,11.71,material,https://www.homedepot.com/b/Building-Materials-Concrete-Cement-Masonry/Rebar-Tie-Wire/N-5yc1vZarlkZ1z0zsl9,2026-09-23,Per roll.,,false
"Rebar tie wire, 340 ft 16 ga (2-pack)",concrete,box,15.39,material,https://www.homedepot.com/b/Building-Materials-Concrete-Cement-Masonry/Rebar-Tie-Wire/N-5yc1vZarlkZ1z0zsl9,2026-09-23,2-pack.,,false
"Architectural shingles, GAF Timberline HDZ",roofing,bundle,42.97,material,https://www.homedepot.com/b/Building-Materials-Roofing-Roof-Shingles/GAF/Architectural-Shingle/N-5yc1vZc5rbZllZ1z0ltv5,2026-09-23,"33.33 sq ft per bundle, approx $1.29/sq ft. 3 bundles per square.",,false
"Architectural shingles, GAF Timberline Natural Shadow",roofing,bundle,40.97,material,https://www.homedepot.com/b/Building-Materials-Roofing-Roof-Shingles/GAF/Architectural-Shingle/N-5yc1vZc5rbZllZ1z0ltv5,2026-09-23,"33.33 sq ft per bundle, approx $1.23/sq ft.",,false
"3-tab shingles, GAF Royal Sovereign / OC Supreme",roofing,bundle,38.97,material,https://www.homedepot.com/b/Building-Materials-Roofing-Roof-Shingles/3-Tab-Shingle/N-5yc1vZc5rbZ1z0ltv7,2026-09-23,"33.33 sq ft per bundle, approx $1.17/sq ft. $35.07 at 48+.",,false
"Ridge cap, GAF Seal-A-Ridge",roofing,bundle,62.97,material,https://www.homedepot.com/b/Building-Materials-Roofing-Roof-Shingles/Hip-and-Ridge-Shingle/N-5yc1vZc5rbZ1z0sh7c,2026-09-23,25 linear ft per bundle.,,false
"Ridge cap, Owens Corning ProEdge",roofing,bundle,70.97,material,https://www.homedepot.com/b/Building-Materials-Roofing-Roof-Shingles/Hip-and-Ridge-Shingle/N-5yc1vZc5rbZ1z0sh7c,2026-09-23,33 linear ft per bundle.,,false
"Drip edge, galvanized 1-1/4 in. x 1-1/2 in. x 10 ft",roofing,each,6.48,material,https://www.homedepot.com/b/Building-Materials-Roofing-Roof-Flashing/Drip-Edge/N-5yc1vZaqp7Z1z19xg6,2026-09-23,,,false
"Drip edge, galvanized 2 in. x 2 in. x 10 ft",roofing,each,8.58,material,https://www.homedepot.com/b/Building-Materials-Roofing-Roof-Flashing/Drip-Edge/N-5yc1vZaqp7Z1z19xg6,2026-09-23,,,false
"Drip edge, white aluminum 2-5/8 in. x 2-1/2 in. x 10 ft",roofing,each,9.48,material,https://www.homedepot.com/b/Building-Materials-Roofing-Roof-Flashing/Drip-Edge/N-5yc1vZaqp7Z1z19xg6,2026-09-23,,,false
"Felt underlayment, 216 sq ft roll",roofing,each,35.98,material,https://www.homedepot.com/b/Building-Materials-Roofing-Roof-Underlayments/Felt/N-5yc1vZc5rwZ1z0vie3,2026-09-23,Per roll. Weight class (#15 vs #30) was not stated on the listing - confirm at the shelf.,,false
"Synthetic underlayment, GAF FeltBuster, 1,000 sq ft",roofing,each,119.00,material,https://www.homedepot.com/b/Building-Materials-Roofing-Roof-Underlayments/Felt/N-5yc1vZc5rwZ1z0vie3,2026-09-23,Per roll.,,false
"Pipe boot, Oatey No-Calk aluminum 3-4 in.",roofing,each,9.90,material,https://www.homedepot.com/b/Building-Materials-Roofing-Roof-Flashing-Vent-Pipe-Flashing/Oatey/N-5yc1vZcb05Z12z,2026-09-23,,,false
"Pipe boot, Oatey No-Calk black plastic",roofing,each,3.98,material,https://www.homedepot.com/b/Building-Materials-Roofing-Roof-Flashing-Vent-Pipe-Flashing/Oatey/N-5yc1vZcb05Z12z,2026-09-23,,,false
"Pipe boot, Master Flash 6x6 adjustable",roofing,each,17.80,material,https://www.homedepot.com/b/Building-Materials-Roofing-Roof-Flashing-Vent-Pipe-Flashing/Oatey/N-5yc1vZcb05Z12z,2026-09-23,,,false
Crown molding 9/16 in. x 5-1/4 in. primed,finishes,linear_ft,1.48,material,https://www.homedepot.com/b/Building-Materials-Moulding-Millwork-Moulding-Crown-Moulding/Primed/N-5yc1vZcbjiZ1z0sfky,2026-09-23,Sold in 8 LF pieces at $11.86.,,false
"Crown molding, MDF 4-5/8 in.",finishes,linear_ft,2.08,material,https://www.homedepot.com/b/Building-Materials-Moulding-Millwork-Moulding-Crown-Moulding/Primed/N-5yc1vZcbjiZ1z0sfky,2026-09-23,Sold in 8 LF pieces at $16.64.,,false
Crown molding WM49 3-5/8 in.,finishes,linear_ft,2.74,material,https://www.homedepot.com/b/Building-Materials-Moulding-Millwork-Moulding-Crown-Moulding/Primed/N-5yc1vZcbjiZ1z0sfky,2026-09-23,,,false
EMT conduit 1/2 in. x 10 ft,electrical,each,6.98,material,https://www.homedepot.com/b/Electrical-Electrical-Boxes-Conduit-Fittings-Conduit/EMT/N-5yc1vZbohlZ1z1uzju,2026-09-23,Per 10 ft stick.,,false
EMT conduit 3/4 in. x 10 ft,electrical,each,11.75,material,https://www.homedepot.com/b/Electrical-Electrical-Boxes-Conduit-Fittings-Conduit/EMT/N-5yc1vZbohlZ1z1uzju,2026-09-23,Per 10 ft stick.,,false
EMT conduit 1 in. x 10 ft,electrical,each,20.58,material,https://www.homedepot.com/b/Electrical-Electrical-Boxes-Conduit-Fittings-Conduit/EMT/N-5yc1vZbohlZ1z1uzju,2026-09-23,Per 10 ft stick.,,false
"Recessed LED canless 6 in., Halo HLBSL",electrical,each,12.50,material,https://www.homedepot.com/b/Lighting-Recessed-Lighting/HALO/6-in/N-5yc1vZc7niZqwaZ1z1zwhp,2026-09-23,Sold 4-pack at $50.00. Priced per fixture.,,false
"LED wafer/retrofit module 6 in., Halo RL56",electrical,each,21.47,material,https://www.homedepot.com/b/Lighting-Recessed-Lighting/HALO/6-in/N-5yc1vZc7niZqwaZ1z1zwhp,2026-09-23,,,false
"LED retrofit module 6 in., Halo LT",electrical,each,11.24,material,https://www.homedepot.com/b/Lighting-Recessed-Lighting/HALO/6-in/N-5yc1vZc7niZqwaZ1z1zwhp,2026-09-23,Sold 4-pack at $44.97. Priced per fixture.,,false
"Bath exhaust fan 80 CFM, Commercial Electric",electrical,each,79.98,material,https://www.homedepot.com/b/Bath-Bathroom-Exhaust-Fans-Bath-Fans/80-CFM/N-5yc1vZc4kqZ1z1ylvw,2026-09-23,,,false
"Bath exhaust fan 80 CFM with light, Broan Roomside",electrical,each,119.00,material,https://www.homedepot.com/b/Bath-Bathroom-Exhaust-Fans-Bath-Fans/80-CFM/N-5yc1vZc4kqZ1z1ylvw,2026-09-23,,,false
